gid,objectname,the_geom_text,geom_type,properties
2518,UNDERPAS,"POLYGON((117.43713366919 0.660297670351176,117.438460041639 0.659905525453054,117.439668030809 0.659477042916907,117.439627366101 0.659233054668481,117.440214099746 0.658930973979954,117.440504561946 0.660342620274417,117.439941065277 0.660592417766853,117.439819071153 0.660249672370255,117.438609979394 0.660562944841082,117.435915259178 0.661254671584008,117.435967542374 0.661574180004565,117.435433091925 0.661742648080859,117.43499158938 0.66049366061868,117.435688698662 0.660290337078326,117.43578745581 0.660621463986903,117.43713366919 0.660297670351176))",disposal,5.51
34245,SUPPORT ANGGREK,"POLYGON((117.453227035721 0.626473938260607,117.453399986696 0.626439536172863,117.45357293767 0.626473938260607,117.453719558426 0.626571907117836,117.453817527284 0.626718527874127,117.453851929371 0.626891478848454,117.453817527284 0.627064429822781,117.453719558426 0.627211050579072,117.45357293767 0.627309019436301,117.453399986696 0.627343421524045,117.453227035721 0.627309019436301,117.453080414965 0.627211050579072,117.452982446108 0.627064429822781,117.45294804402 0.626891478848454,117.452982446108 0.626718527874127,117.453080414965 0.626571907117836,117.453227035721 0.626473938260607))",disposal,0.77
34172,MHR KELADI,"POLYGON((117.489509415688 0.697886476530009,117.489682366662 0.697852074442265,117.489855317637 0.697886476530009,117.490001938393 0.697984445387238,117.49009990725 0.698131066143529,117.490134309338 0.698304017117856,117.49009990725 0.698476968092184,117.490001938393 0.698623588848474,117.489855317637 0.698721557705703,117.489682366662 0.698755959793447,117.489509415688 0.698721557705703,117.489362794932 0.698623588848474,117.489264826074 0.698476968092184,117.489230423987 0.698304017117856,117.489264826074 0.698131066143529,117.489362794932 0.697984445387238,117.489509415688 0.697886476530009))",disposal,0.77
1509,DISP. IN PIT TM,"POLYGON((117.450057771959 0.578452011534275,117.447789730938 0.576543351019918,117.450776417982 0.573688985554309,117.452846205592 0.575784504870241,117.450057771959 0.578452011534275))",disposal,14.49
2399,DISP. HYDROS 3 RL50,"POLYGON((117.44788539904 0.715974424236302,117.446405979722 0.716366990541859,117.446053009705 0.715418399358219,117.446050205921 0.715295963159404,117.448078911145 0.714672299285522,117.44788539904 0.715974424236302))",disposal,2.64
1449,STB. POOLING TULIP,"POLYGON((117.45564656398 0.626255248367347,117.455819514954 0.626220846279603,117.455992465929 0.626255248367347,117.456139086685 0.626353217224576,117.456237055542 0.626499837980866,117.45627145763 0.626672788955194,117.456237055542 0.626845739929521,117.456139086685 0.626992360685812,117.455992465929 0.627090329543041,117.455819514954 0.627124731630785,117.45564656398 0.627090329543041,117.455499943224 0.626992360685812,117.455401974367 0.626845739929521,117.455367572279 0.626672788955194,117.455401974367 0.626499837980866,117.455499943224 0.626353217224576,117.45564656398 0.626255248367347))",disposal,0.77
1828,SETPOND KELAYANG,"POLYGON((117.492582958661 0.712736667212963,117.492755909635 0.712702265125219,117.49292886061 0.712736667212963,117.493075481366 0.712834636070192,117.493173450223 0.712981256826483,117.493207852311 0.71315420780081,117.493173450223 0.713327158775138,117.493075481366 0.713473779531428,117.49292886061 0.713571748388657,117.492755909635 0.713606150476401,117.492582958661 0.713571748388657,117.492436337905 0.713473779531428,117.492338369048 0.713327158775138,117.49230396696 0.71315420780081,117.492338369048 0.712981256826483,117.492436337905 0.712834636070192,117.492582958661 0.712736667212963))",disposal,0.77
1549,M2 ORICA,"POLYGON((117.497121559658 0.554862041609227,117.495603940394 0.554950699779237,117.495221019135 0.553255621868441,117.497152850776 0.553375713464945,117.497121559658 0.554862041609227))",disposal,3.37
2039,LIMING KELAYANG,"POLYGON((117.495742985295 0.710185810911032,117.495915936269 0.710151408823288,117.496088887244 0.710185810911032,117.496235508 0.710283779768261,117.496333476857 0.710430400524552,117.496367878945 0.710603351498879,117.496333476857 0.710776302473207,117.496235508 0.710922923229497,117.496088887244 0.711020892086726,117.495915936269 0.71105529417447,117.495742985295 0.711020892086726,117.495596364539 0.710922923229497,117.495498395681 0.710776302473207,117.495463993594 0.710603351498879,117.495498395681 0.710430400524552,117.495596364539 0.710283779768261,117.495742985295 0.710185810911032))",disposal,0.77
34111,ZONE_CDS_HYDROS2_RL60_FD,"POLYGON((117.446475345603 0.711090966166812,117.446489454059 0.711076543838226,117.446541759546 0.7109852271408,117.446540061296 0.710895037532083,117.446537032961 0.710804992805115,117.446536256129 0.71076400081866,117.446535343701 0.710714803195351,117.446533573557 0.710624613593378,117.446545014525 0.710534287000636,117.446543316267 0.710443961686332,117.446553211445 0.710353626197236,117.4465690022 0.710263299181938,117.446584370532 0.710172682703283,117.446590751733 0.710082356603599,117.446596720102 0.710091683504075,117.446610833196 0.710125608468337,117.446624810222 0.710146388121085,117.446669753978 0.710229363045087,117.446699597669 0.710295231516317,117.446781274459 0.710497931163933,117.446799536152 0.710589250035153,117.446803758735 0.710668411074099,117.446807480505 0.710679719490283,117.446815839474 0.710689190909272,117.446835711088 0.710699647332626,117.44688324564 0.710714914077885,117.446973118304 0.710726069350034,117.447018055403 0.710739635506219,117.447057509263 0.710742038170245,117.447076750457 0.710738779367348,117.447096692134 0.710730155611792,117.447106452623 0.71073467817195,117.44712997978 0.710815393413633,117.447171832695 0.710905859558426,117.447209058069 0.711005092717614,117.447224854193 0.711064177280214,117.447245925536 0.711120719114748,117.447249019296 0.711143336368747,117.447244958113 0.711247232768851,117.447233093491 0.711324278368106,117.447232615805 0.711403439859847,117.447248976792 0.711448673374986,117.447287402045 0.711595403279078,117.447296107089 0.711652226775966,117.447295479826 0.71167130700704,117.447290421485 0.711686153664258,117.447276529214 0.71170566040026,117.447269080247 0.711720082080833,117.447269080288 0.711720507290875,117.447186658561 0.711715566614461,117.447104156003 0.711711195906755,117.447022003713 0.711704418655294,117.446940138888 0.711696365743975,117.446858265063 0.711688177126548,117.446776543922 0.711678993320073,117.446683936734 0.7117362519098,117.446676774877 0.711745724841052,117.446665820901 0.711760002111204,117.446487692573 0.711731041857807,117.446475345603 0.711090966166812))",disposal,1.02
34022,ZONE_CDS_TIMUR_RL90_FD,"POLYGON((117.45237810269 0.715615876903675,117.45237635173 0.715631564602746,117.452371998634 0.715689520217594,117.452369756248 0.715734475061338,117.452367513876 0.71577957465735,117.452365271462 0.715824239996631,117.452363029076 0.715869194840429,117.452358683695 0.715914149893087,117.452351246702 0.715958815748317,117.452343594003 0.716003345919805,117.452341351619 0.716048300763749,117.452339109233 0.716093246560694,117.452334341443 0.716138065950293,117.452326059657 0.716182731889741,117.452288717682 0.716271224460601,117.452199267642 0.716263036749362,117.452144993678 0.716258093421798,117.452150042995 0.716243111061903,117.452131848667 0.716107407628648,117.452133310707 0.715986403644416,117.452116292391 0.715745528531841,117.452107516229 0.715697607358672,117.452087074149 0.71564375250021,117.452063196551 0.715565154393066,117.452033983792 0.715519361294941,117.452020282086 0.715465505766612,117.452006385472 0.715440347392704,117.451987986524 0.715417586924388,117.451979347648 0.715394970240423,117.451973088158 0.715349735779892,117.451972031128 0.715293192033213,117.451962553128 0.715236649121247,117.45195019249 0.715203004492992,117.451934452764 0.715078329121564,117.451930777602 0.714900501333348,117.451922975479 0.714795610999144,117.451916357904 0.714580745016788,117.451893310552 0.714445042053491,117.451892752534 0.714436700759642,117.451886002263 0.714335347703397,117.451863103903 0.714252795945148,117.451842589836 0.714105783958129,117.451837743963 0.714087409947176,117.451821797016 0.714049242162427,117.451807405261 0.71401531727434,117.451791523879 0.71391226428021,117.451781554043 0.713880745460672,117.4517649783 0.713845689910815,117.451747842402 0.713780381192685,117.45174411189 0.713771759754743,117.451845123209 0.713450861139195,117.451758243536 0.713166033456564,117.450014909256 0.709215064627035,117.450010629993 0.709200788849966,117.44999763038 0.709157391572269,117.449984567843 0.709113849548225,117.449971577205 0.709070316563964,117.449958514669 0.709026774539517,117.449945515057 0.708983377261016,117.449932452523 0.708939844283184,117.449919461886 0.708896302251099,117.449906399353 0.708852769272863,117.449893408717 0.708809227240375,117.449880337211 0.7087658299679,117.449867346576 0.708722296982029,117.449854284044 0.708678754955967,117.449841221514 0.708635221976722,117.449828230894 0.708591824695533,117.449815168364 0.708548291715885,117.449802168744 0.708504749682867,117.449789106215 0.708461216702814,117.449776115597 0.708417819420823,117.449763053069 0.708374277393348,117.449750053451 0.708330744406545,117.449736990924 0.708287202378666,117.449724000308 0.708243805095871,117.449710937782 0.708200272114609,117.449697938165 0.708156730079981,117.44968487564 0.708113197098315,117.449673008761 0.708073337089584,117.449671885012 0.708069655062408,117.449460506785 0.70694431691736,117.449448835368 0.706787406544498,117.449576838981 0.706783856689184,117.450162403995 0.706767261645495,117.450264925653 0.706915260868104,117.45029413794 0.706957380935646,117.450456495362 0.707191592391743,117.450554004994 0.707834210670593,117.450985959335 0.708629880759607,117.452238241656 0.712736397502694,117.45231668867 0.712993514987243,117.452458848118 0.713459847445215,117.452193943976 0.714301390901605,117.45237810269 0.715615876903675))",disposal,8.79
34020,ZONE_CDS_TIMUR_RL70_FD,"POLYGON((117.452996930076 0.711833312736043,117.452948146721 0.711914315486101,117.452921189246 0.711955174472144,117.452946963666 0.71203970723298,117.452964101681 0.712126783058548,117.452986371211 0.712212302289348,117.453012145636 0.712296826001022,117.453036167016 0.712375704548035,117.453058570751 0.712455008464187,117.453082592134 0.712533887009866,117.453106613505 0.712612620802628,117.45313063489 0.712691490299933,117.453154719175 0.71277023313212,117.453248667519 0.712827609040506,117.453308635141 0.712882029939085,117.453265675319 0.712961476032084,117.45324685963 0.712996399373449,117.453203827523 0.713071882881883,117.453172658876 0.713151617312085,117.453134335857 0.713225263810773,117.453108081566 0.71328845981161,117.453110757858 0.713361116122917,117.453100159692 0.713429394994787,117.453065412288 0.713490040580097,117.452984882302 0.713530199214679,117.452949852064 0.713547582002473,117.452976661363 0.713461922206914,117.452789138212 0.712847449414033,117.452710754107 0.712590467651694,117.451559186592 0.708814293225461,117.451444842731 0.708439278444419,117.45109948598 0.707803198398918,117.451803952117 0.708819507418265,117.452428877483 0.709970678779384,117.452996930076 0.711833312736043))",disposal,2.58
34018,ZONE_CDS_TIMUR_RL50_FD,"POLYGON((117.453293194256 0.711180442029129,117.453183839575 0.710821820119962,117.452993080304 0.710196464035768,117.452675359704 0.710033649085715,117.45323630433 0.710245492951432,117.453300055612 0.710301180081454,117.453372658205 0.710346272281365,117.453455378801 0.71037566690958,117.45353127917 0.710415520558125,117.453555995708 0.710434743021973,117.453623683104 0.710487742791124,117.453626918727 0.710490293729422,117.453630929617 0.71060931585372,117.45362924825 0.710693561817428,117.453627225373 0.710777816861921,117.45363116095 0.710861781812834,117.453635105515 0.710945746762733,117.453634619444 0.711030001655151,117.453631607984 0.711114247750322,117.45362305148 0.711198783898507,117.45363219061 0.711282612629072,117.453626087586 0.711367003782405,117.453616901984 0.711451539993105,117.453618797499 0.711535649897659,117.453621337191 0.711590067437409,117.453622670134 0.711619189644546,117.453630117157 0.711677144081044,117.453631947335 0.711736374702462,117.453620296865 0.711704430848281,117.453605195314 0.711672342583329,117.453598587548 0.711649725701528,117.453588401376 0.711519531126152,117.453578843243 0.711470479160075,117.453565926815 0.711451119827324,117.453545767046 0.711434864337037,117.453536221586 0.711423556513383,117.453522665814 0.711391323342003,117.453520984968 0.711388781297221,117.453509751043 0.711388927160743,117.453503361715 0.711394437424592,117.453487284239 0.711399957693801,117.453465023173 0.711401090772586,117.453442349112 0.711406457894926,117.453419882584 0.711420320143344,117.453408648574 0.711419606540292,117.453397413627 0.711409294054813,117.453386178348 0.71139557989181,117.453373044229 0.711355720044226,117.453365384968 0.711333103265013,117.453353097393 0.711311192610514,117.453344179863 0.711287870288416,117.453344179863 0.711287870288416,117.453335962296 0.711253944795828,117.453326478644 0.711231328196677,117.45330752223 0.711205600360796,117.453293194256 0.711180442029129))",disposal,0.6
34344,DISP. HYDROS 3 RL60,"POLYGON((117.447029116371 0.718977321542101,117.447791525138 0.718155150281949,117.450048372209 0.718886135963127,117.449184747283 0.720022534011246,117.447029116371 0.718977321542101))",disposal,3.55
34335,DISP. IPD MERAK RL-40B,"POLYGON((117.472968056941 0.694576602893138,117.473098509112 0.694481438746264,117.473287628672 0.694444231948165,117.473460579646 0.694478634035909,117.473607200402 0.694576602893138,117.473705169259 0.694723223649429,117.473739571347 0.694896174623756,117.473705169259 0.695069125598084,117.473607200402 0.695215746354374,117.473460579646 0.695313715211603,117.473287628672 0.695348117299347,117.473114677697 0.695313715211603,117.472968056941 0.695215746354374,117.472870088084 0.695069125598084,117.472835685996 0.694896174623756,117.472968056941 0.694576602893138))",disposal,0.76
