gid,objectname,the_geom_text,geom_type,properties
2074,LIMING KETAMPI,"POLYGON((117.507565106925 0.704128084208318,117.50759969712 0.704121203790769,117.507634287315 0.704128084208318,117.507663611466 0.704147677979764,117.507683205238 0.704177002131022,117.507690085655 0.704211592325887,117.507683205238 0.704246182520753,117.507663611466 0.704275506672011,117.507634287315 0.704295100443457,117.50759969712 0.704301980861005,117.507565106925 0.704295100443457,117.507535782774 0.704275506672011,117.507516189002 0.704246182520753,117.507509308585 0.704211592325887,117.507516189002 0.704177002131022,117.507535782774 0.704147677979764,117.507565106925 0.704128084208318))",disposal,0.03
2371,DISP. UNDERPASS MELATI 2 MJ,"POLYGON((117.441133321966 0.618479226261175,117.441374602419 0.618658903194865,117.441092252952 0.6190285243156,117.440789368978 0.61886424826194,117.441133321966 0.618479226261175))",disposal,0.19
2472,STB. POOLING ANGGREK,"POLYGON((117.45643641885 0.627035976304042,117.456609369825 0.627001574216298,117.456782320799 0.627035976304042,117.456928941555 0.627133945161271,117.457026910412 0.627280565917561,117.4570613125 0.627453516891889,117.457026910412 0.627626467866216,117.456928941555 0.627773088622507,117.456782320799 0.627871057479736,117.456609369825 0.62790545956748,117.45643641885 0.627871057479736,117.456289798094 0.627773088622507,117.456191829237 0.627626467866216,117.456157427149 0.627453516891889,117.456191829237 0.627280565917561,117.456289798094 0.627133945161271,117.45643641885 0.627035976304042))",disposal,0.77
1898,DISP. BLOCK 3,"POLYGON((117.496332563316 0.719368498087127,117.495930472957 0.718558995523904,117.495997731875 0.717900818966679,117.496593453723 0.717550111750056,117.497338106032 0.717502069665587,117.497616750122 0.718222700932622,117.497962353634 0.718571932107211,117.498311098009 0.719269420857589,117.498799340135 0.720097688748663,117.498424933853 0.720540980902452,117.497766562811 0.720903454847021,117.497212553228 0.721065454389813,117.496722963937 0.719829893300773,117.496332563316 0.719368498087127))",disposal,7.12
34331,SUPPORT MT H,"POLYGON((117.46304720843 0.667267786858891,117.463133683917 0.667250585815019,117.463220159404 0.667267786858891,117.463293469782 0.667316771287506,117.463342454211 0.667390081665651,117.463359655255 0.667476557152815,117.463342454211 0.667563032639979,117.463293469782 0.667636343018124,117.463220159404 0.667685327446738,117.463133683917 0.66770252849061,117.46304720843 0.667685327446738,117.462973898052 0.667636343018124,117.462924913623 0.667563032639979,117.462907712579 0.667476557152815,117.462924913623 0.667390081665651,117.462973898052 0.667316771287506,117.46304720843 0.667267786858891))",disposal,0.19
2489,DISP. HYDROS 3 RL100,"POLYGON((117.450748825463 0.718210993701466,117.450310860703 0.715038029153526,117.452787466615 0.716887313224416,117.453046822366 0.718944566659871,117.452767717784 0.719573154178698,117.451672189323 0.719126766225632,117.450748825463 0.718210993701466))",disposal,8.51
2293,BUFFER PEDAYAK,"POLYGON((117.47821200533 0.696506915196823,117.478384956305 0.696472513109079,117.478557907279 0.696506915196823,117.478704528035 0.696604884054052,117.478802496893 0.696751504810343,117.47883689898 0.69692445578467,117.478802496893 0.697097406758998,117.478704528035 0.697244027515288,117.478557907279 0.697341996372517,117.478384956305 0.697376398460261,117.47821200533 0.697341996372517,117.478065384574 0.697244027515288,117.477967415717 0.697097406758998,117.477933013629 0.69692445578467,117.477967415717 0.696751504810343,117.478065384574 0.696604884054052,117.47821200533 0.696506915196823))",disposal,0.77
34268,DISP. IPD MERAK RL-50,"POLYGON((117.471569355516 0.694595809186009,117.471092826792 0.694875306306002,117.470700360161 0.694755500702865,117.4704868763 0.694329393427831,117.470555767192 0.693755743600826,117.470906921546 0.693086484714337,117.471530736928 0.692433750738625,117.472524844011 0.693050745732542,117.471914941104 0.694239097241068,117.471569355516 0.694595809186009))",disposal,3.62
2268,DISP. TAHA RL-40,"POLYGON((117.466045532096 0.663757012464859,117.466950934028 0.663533962685589,117.467918866559 0.663633878301768,117.46829355012 0.664964004942155,117.467656588067 0.665832021857713,117.465639541565 0.667249574662257,117.465079022441 0.664864534239492,117.466045532096 0.663757012464859))",disposal,9.21
34317,DISP. HYDROS 3 RL70,"POLYGON((117.447781754889 0.718018792954159,117.44753837215 0.71764194226067,117.447695393272 0.717100219388779,117.449515082061 0.716669697527562,117.449992327128 0.717736940270039,117.449639731423 0.718282465700237,117.447781754889 0.718018792954159))",disposal,3.38
2155,DISP PSV JALAK,"POLYGON((117.493318080235 0.670669429982442,117.49349103121 0.670635027894698,117.493663982184 0.670669429982442,117.49381060294 0.670767398839671,117.493908571798 0.670914019595961,117.493942973885 0.671086970570289,117.493908571798 0.671259921544616,117.49381060294 0.671406542300907,117.493663982184 0.671504511158136,117.49349103121 0.67153891324588,117.493318080235 0.671504511158136,117.493171459479 0.671406542300907,117.493073490622 0.671259921544616,117.493039088534 0.671086970570289,117.493073490622 0.670914019595961,117.493171459479 0.670767398839671,117.493318080235 0.670669429982442))",disposal,0.77
34224,MJ HIMALAYA,"POLYGON((117.436156059747 0.655652321005982,117.437253933763 0.655373586152193,117.437509914751 0.656881029749213,117.436554252395 0.656761571954732,117.436156059747 0.655652321005982))",disposal,1.69
34189,SUPPORT PS BEIJING,"POLYGON((117.453426188201 0.712944030974634,117.453918807125 0.713089166305736,117.453802487176 0.714221855733112,117.453636856003 0.714753255747456,117.453284889759 0.714777317892017,117.453111938785 0.714742915804273,117.452965318029 0.714644946947044,117.452867349171 0.714498326190753,117.452832947084 0.714325375216426,117.452867349171 0.714152424242098,117.453426188201 0.712944030974634))",disposal,1.65
34255,MHR SAMRAT,"POLYGON((117.47884996923 0.674254683287319,117.479118131531 0.674214205958909,117.479558322478 0.674674635569575,117.479482427487 0.675043991191318,117.478834790232 0.674710053231934,117.47884996923 0.674254683287319))",disposal,0.45
34021,ZONE_CDS_TIMUR_RL80_FD,"POLYGON((117.452949852064 0.713547582002473,117.452657861654 0.714490346127307,117.452639185983 0.714578556379874,117.45260121463 0.714664217288347,117.452568294131 0.714750592410601,117.452538393359 0.714837392443558,117.452486159188 0.714921082519111,117.452461731665 0.715008587677418,117.452460546204 0.715017209600921,117.452453525952 0.715095946474498,117.452446731225 0.715183305131725,117.452439289423 0.715270672900301,117.452427362973 0.71535746210509,117.452409118466 0.715443410564733,117.452390029138 0.715529078651077,117.45237810269 0.715615876903675,117.452193943976 0.714301390901605,117.452458848118 0.713459847445215,117.45231668867 0.712993514987243,117.452238241656 0.712736397502694,117.450985959335 0.708629880759607,117.450554004994 0.707834210670593,117.450456495362 0.707191592391743,117.45029413794 0.706957380935646,117.450264925653 0.706915260868104,117.450162403995 0.706767261645495,117.450395020208 0.706786744317036,117.45109948598 0.707803198398918,117.451444842731 0.708439278444419,117.451559186592 0.708814293225461,117.452976661363 0.713461922206914,117.452949852064 0.713547582002473))",disposal,4.96
34185,MHR TAMRIN,"POLYGON((117.476908880825 0.683382679848545,117.476187824114 0.683389335006169,117.476221065058 0.682422603673752,117.476963332907 0.682434067269869,117.476908880825 0.683382679848545))",disposal,0.86
1277,BD. SOULMATE PENDING,"POLYGON((117.456431054317 0.61939177668468,117.456604005291 0.619357374596936,117.456776956265 0.61939177668468,117.456923577022 0.619489745541909,117.457021545879 0.619636366298199,117.457055947967 0.619809317272527,117.457021545879 0.619982268246854,117.456923577022 0.620128889003145,117.456776956265 0.620226857860373,117.456604005291 0.620261259948118,117.456431054317 0.620226857860373,117.45628443356 0.620128889003145,117.456186464703 0.619982268246854,117.456152062615 0.619809317272527,117.456186464703 0.619636366298199,117.45628443356 0.619489745541909,117.456431054317 0.61939177668468))",disposal,0.77
246,BD. TYRE SOULMATE,"POLYGON((117.456883148201 0.621720841814917,117.457056099175 0.621686439727173,117.457229050149 0.621720841814917,117.457375670906 0.621818810672146,117.457473639763 0.621965431428436,117.457508041851 0.622138382402764,117.457473639763 0.622311333377091,117.457375670906 0.622457954133382,117.457229050149 0.62255592299061,117.457056099175 0.622590325078355,117.456883148201 0.62255592299061,117.456736527444 0.622457954133382,117.456638558587 0.622311333377091,117.456604156499 0.622138382402764,117.456638558587 0.621965431428436,117.456736527444 0.621818810672146,117.456883148201 0.621720841814917))",disposal,0.77
331,FUEL LIMIT,"POLYGON((117.457049351767 0.619220208559915,117.457862156206 0.618346317170627,117.458712876935 0.618880598315686,117.457501294442 0.619672151235506,117.457049351767 0.619220208559915))",disposal,1.28
1953,LIMING KURCICA,"POLYGON((117.477396450169 0.687325807580129,117.477482925656 0.687308606536256,117.477569401143 0.687325807580129,117.477642711521 0.687374792008743,117.47769169595 0.687448102386888,117.477708896994 0.687534577874052,117.47769169595 0.687621053361216,117.477642711521 0.687694363739361,117.477569401143 0.687743348167976,117.477482925656 0.687760549211848,117.477396450169 0.687743348167976,117.477323139791 0.687694363739361,117.477274155362 0.687621053361216,117.477256954318 0.687534577874052,117.477274155362 0.687448102386888,117.477323139791 0.687374792008743,117.477396450169 0.687325807580129))",disposal,0.19
62,SUPPORT GERDAS BAWAH,"POLYGON((117.454574871669 0.63084681130192,117.457818106269 0.629399688282246,117.458215713289 0.630321994171777,117.455410133455 0.632227313420782,117.454574871669 0.63084681130192))",disposal,5.56
34205,STP. SAKURA,"POLYGON((117.466063885959 0.643904570658613,117.466271672106 0.643120920047702,117.467090943199 0.643138730288859,117.466865346811 0.644177661023022,117.466063885959 0.643904570658613))",disposal,0.95
879,SUPPORT CMD. WS THIES,"POLYGON((117.40716338091 0.611347099743602,117.407336331884 0.611312697655858,117.407509282858 0.611347099743602,117.407655903615 0.611445068600831,117.407753872472 0.611591689357121,117.40778827456 0.611764640331449,117.407753872472 0.611937591305776,117.407655903615 0.612084212062067,117.407509282858 0.612182180919296,117.407336331884 0.61221658300704,117.40716338091 0.612182180919296,117.407016760153 0.612084212062067,117.406918791296 0.611937591305776,117.406884389208 0.611764640331449,117.406918791296 0.611591689357121,117.407016760153 0.611445068600831,117.40716338091 0.611347099743602))",disposal,0.77
34031,ZONE_CDS_DELTA_RL70,"POLYGON((117.449072736909 0.699689485753479,117.449059266233 0.699794948169145,117.449045443285 0.699881737568766,117.449039336779 0.699931641522343,117.449028327088 0.700021407120939,117.44897243781 0.70003950654881,117.448932204108 0.700057459715222,117.448893309652 0.700077113592313,117.448855466904 0.700099029123124,117.448816293845 0.700118683026846,117.44877697687 0.700137061314379,117.448735691377 0.700151911453293,117.44869672502 0.700171565336698,117.448657758664 0.700191219219986,117.448620203528 0.700213415180124,117.44858095857 0.700233069090035,117.448545568554 0.700247059193325,117.448486660705 0.700276892895491,117.448427689932 0.700306590898132,117.44838078832 0.700330343845358,117.44830053705 0.700371063168481,117.448278835225 0.700298689086429,117.448252782283 0.700212174928064,117.448227843869 0.700126936291681,117.44820270774 0.700041697673573,117.448178757888 0.699956178482925,117.448154592346 0.699870659312305,117.448130714381 0.69978499536096,117.448106764508 0.699699195710488,117.44807915702 0.699614952498632,117.448049806082 0.699531270368855,117.448020446159 0.699447588239052,117.447994743882 0.699362630126874,117.44796994928 0.699277391469055,117.447938693131 0.699194279481212,117.447906466426 0.699111728500971,117.44787717841 0.699028046359874,117.44785196142 0.698942807739338,117.447826322064 0.698857849616262,117.447796971143 0.698774167478666,117.447763818773 0.698691616582636,117.447763261437 0.698690205300651,117.447731376388 0.698609065617492,117.447700120267 0.698526089327554,117.447670769354 0.698442407186259,117.447647170021 0.698356743194832,117.447622303545 0.698271513581223,117.447592664981 0.698187116750227,117.447575528407 0.698112064294622,117.447558598603 0.698037708439496,117.447541740738 0.697963777787102,117.447528677609 0.697912744784686,117.447522354564 0.69785888846555,117.447522210663 0.697857757601522,117.447511040161 0.69776799411422,117.44749986966 0.697678230626581,117.447464965797 0.697606002540085,117.447439471171 0.697530661376339,117.447423810566 0.697477511617328,117.447421207932 0.697420823222729,117.447406175146 0.697354102869253,117.447362850427 0.69728272600511,117.447332089227 0.697206109712001,117.447304841464 0.697123838692833,117.447277449882 0.697041287228905,117.447280741652 0.696972303365363,117.447276169895 0.696905582009197,117.447245481693 0.696840563989209,117.447219709334 0.6967742698685,117.447204676397 0.696705848670724,117.447189292845 0.696636160922883,117.447178545041 0.696549364811502,117.447181268896 0.696462006497816,117.447174664228 0.696375915658164,117.447173325955 0.696289127694726,117.447162713083 0.696203598152815,117.44716271307 0.696203462447472,117.447155263243 0.696113418138872,117.447147813405 0.696023229077675,117.447140363567 0.695933040016247,117.447120136281 0.695866745361498,117.447114297286 0.695799318455796,117.447114297286 0.695799318455796,117.447108467172 0.695730760671229,117.447107614411 0.695646080616698,117.447104730641 0.695562260222992,117.447109000667 0.695478855310119,117.447100427673 0.695391072862607,117.447121342249 0.695311764664441,117.447144575904 0.695236699299343,117.447185784216 0.695165875274947,117.447201576356 0.695088974074277,117.447229654273 0.695016034298908,117.447320224347 0.694992557688097,117.447364665152 0.69498675430968,117.447409321635 0.694980815205009,117.44749701826 0.694983213350426,117.447584921508 0.694984761054323,117.447672411599 0.694988986714581,117.447760592941 0.694985169504336,117.447848217757 0.69498855377529,117.447935420697 0.694997447721236,117.448022767165 0.695003518980793,117.448035969055 0.695001391670067,117.448124778518 0.694987251741136,117.448199061225 0.694935369023747,117.448480865111 0.696115263673254,117.448910800055 0.697915299170437,117.449046928281 0.698485112680021,117.449072736909 0.699689485753479))",disposal,7.97
34108,ZONE_CDS_HYDROS2_RL30_FD,"POLYGON((117.445117552562 0.712270884483817,117.445114047907 0.71227442221127,117.445097198235 0.712287569176551,117.445085964483 0.712289696319514,117.445074729972 0.712283898268686,117.445048250707 0.712251811045156,117.444973613879 0.712174493376193,117.444939835588 0.712127280234449,117.444917435671 0.712086570797687,117.444894965064 0.712058445779434,117.444861259893 0.712023961793413,117.444831129662 0.711969112605794,117.444816315699 0.711936599035633,117.444759219347 0.711833414208781,117.444728387065 0.711767545810128,117.444715954378 0.711731639373095,117.444658863906 0.711595939531764,117.444639904564 0.711539397461927,117.444643686685 0.711523990010577,117.444649725558 0.711518760243981,117.444659000068 0.711516217130042,117.4446927017 0.711513807351523,117.444726403793 0.711516210590244,117.444740584792 0.711508428772391,117.444771338174 0.711501215308978,117.444785447343 0.711494148213033,117.444803420438 0.711481281598881,117.444820270827 0.711475625572826,117.444861207126 0.711473224138229,117.444889642929 0.711477600138493,117.44489953766 0.711476187842152,117.444906556187 0.71147151889591,117.444912036191 0.711448900801067,117.444906138418 0.711426003352795,117.444898902696 0.711414975731375,117.44489545953 0.711403667284062,117.444896860444 0.711392358366611,117.444905710633 0.711369739944724,117.444906131676 0.711355608450529,117.444853529324 0.711256657193073,117.444838643321 0.711222587540188,117.444825158261 0.711177498474407,117.44481624171 0.711164073553822,117.444805007256 0.711158845462956,117.44475964975 0.711166196047012,117.444734720159 0.711174539822312,117.444715136713 0.711170162961302,117.444670198694 0.711147124545365,117.444647730124 0.711140196702527,117.444641824895 0.711133267253569,117.444624146207 0.711217379164081,117.44462281521 0.711301914699735,117.444622122328 0.711386730631288,117.444621564255 0.711471546549749,117.44461926266 0.711556217884929,117.444608459168 0.711640473881841,117.444594276503 0.711724721159807,117.444587616122 0.711809257212876,117.444557157623 0.711892664697437,117.444553651751 0.71197733615019,117.44455014588 0.712062016650014,117.444546648997 0.712146688101988,117.444535279318 0.712230944155187,117.444510853997 0.712343464384294,117.444523357053 0.71236339376769,117.444573567012 0.712443256033442,117.444609523695 0.712526937526917,117.444658888296 0.712600865023063,117.444708675255 0.712674367266418,117.444767799217 0.71274094762623,117.444820327048 0.712812187843513,117.444871237327 0.712884839552383,117.444921096177 0.712958197029886,117.444972707419 0.713030432504226,117.445020391528 0.713105346278495,117.445066529982 0.713181671537597,117.445117925727 0.713255879279615,117.445148405432 0.713299844852737,117.445154022465 0.713300405221356,117.445183788218 0.713303089289368,117.445203245609 0.713304923940679,117.445237927383 0.713308032739738,117.44528601813 0.713312406815955,117.445369437549 0.713318053080562,117.445452704049 0.713322288022608,117.44553471323 0.713335714862289,117.445616659499 0.713349132659306,117.445698875383 0.713362550428265,117.445782501177 0.713364804030316,117.445867662933 0.713358299961828,117.445953390579 0.713348674613488,117.446035471652 0.713362092388933,117.446121271071 0.713351200447314,117.446203630514 0.713362220731009,117.446206506353 0.713361659534851,117.446289986875 0.713348641766165,117.446281492915 0.713337333816114,117.446243151736 0.713317262213785,117.446227009453 0.713303412796453,117.446130809005 0.713191040057873,117.446106999733 0.713167438696175,117.446061852877 0.713122488439742,117.445995990933 0.713080932836439,117.445968739319 0.713054644842841,117.445939815821 0.713025525293435,117.445917346631 0.713012246453152,117.445846004069 0.712986804129825,117.445824029363 0.71297549749182,117.44580500223 0.712961928810356,117.445731975208 0.712896345002603,117.445691102959 0.712817187523665,117.445679794565 0.712790753220694,117.445476241079 0.712757552371412,117.445117552562 0.712270884483817))",disposal,51006562170
34113,ZONE_CDS_HYDROS3_RL40_FD,"POLYGON((117.445205255421 0.717466835543204,117.445197848894 0.71708346860174,117.445158260213 0.715031779172029,117.446144104796 0.714256190079225,117.446144599103 0.714256325736276,117.446199853977 0.714274694841327,117.446266065942 0.714217864016029,117.446332619457 0.714161458367497,117.446403460394 0.714110697642397,117.446475065335 0.714060932015027,117.446564515458 0.714069834587051,117.446594568828 0.714072799071804,117.446595135087 0.714073504684223,117.446601952625 0.714128066613104,117.446613469632 0.714174151021703,117.446625190794 0.714193800009108,117.446681364403 0.714233375239349,117.446700751645 0.714253303933983,117.446703835239 0.714263626285356,117.446705384403 0.714298538594931,117.44673095264 0.714389006321219,117.446726042094 0.714445270236631,117.446721972696 0.714463789890597,117.446718746726 0.714468168965368,117.446717130128 0.714479477902109,117.446730540619 0.714496439757333,117.446744023008 0.714513401605417,117.446768955593 0.714536016721771,117.446793735355 0.714558206642724,117.446847385859 0.714621394843289,117.445839704278 0.715414094119453,117.445851635802 0.716029996241512,117.445878588673 0.717427614022721,117.445879717749 0.71748628386091,117.446369558772 0.717899711879193,117.446364440826 0.717948620589085,117.446365495876 0.71798523378796,117.446370271355 0.718019159655311,117.446381653505 0.718064393652126,117.446383130692 0.718098319843524,117.446391629056 0.718154862902418,117.446405536603 0.718200096650531,117.446412136042 0.718229498826628,117.446417901648 0.718279256886484,117.44643306725 0.718322934422421,117.446432018947 0.718355874736322,117.446432588678 0.718392343230079,117.446442910345 0.71843757733,117.446444952546 0.718459344266479,117.446434630509 0.718502888603463,117.44643976353 0.718516739090791,117.446459914972 0.718539354666022,117.446496642058 0.718595894946304,117.446499168552 0.718607203476387,117.446498254783 0.718637312058592,117.446524519797 0.71868353071418,117.446539973419 0.718731596025954,117.446540749611 0.718765522285324,117.446544687092 0.718776830676375,117.44658070171 0.718807786043671,117.446606968017 0.718867294773953,117.446522709898 0.718832806769984,117.446454599852 0.718778956545456,117.446388314 0.718722989136027,117.446323924209 0.718664615029951,117.446257566461 0.718608638576594,117.446191208715 0.718552671168259,117.446124859957 0.718496694710018,117.44603793826 0.718520026479436,117.445979657936 0.718535584040113,117.445911547871 0.718481453342861,117.445841892232 0.718429575504285,117.445773638403 0.718375725274791,117.445659824937 0.718377012079953,117.445569249579 0.718350160356565,117.445499315356 0.718298427288753,117.445430504407 0.71824542752527,117.445364074761 0.718189315349797,117.445297860835 0.718133483608924,117.445231503102 0.718077507127769,117.445163536352 0.718018291967517,117.445095632514 0.717959067751945,117.445070070841 0.717936877905061,117.445071050683 0.717846407561851,117.445072021539 0.71775593721951,117.445072368882 0.71772327742623,117.445136043573 0.717636057870978,117.445172406291 0.717549392860171,117.445205255421 0.717466835543204))",disposal,4.51
34116,ZONE_CDS_HYDROS3_RL70_FD,"POLYGON((117.448302971108 0.717642242308187,117.447304540363 0.716799556317866,117.447291199363 0.716109161284414,117.448336093587 0.715287190979855,117.448387695961 0.715267255318479,117.44848086366 0.715244058641049,117.44859784138 0.71525196327612,117.448598542461 0.715252813627063,117.448595884913 0.715372686909545,117.448602278055 0.71540633214944,117.448613720736 0.715427112029246,117.448624955929 0.71543983103419,117.448647425272 0.715454530230782,117.448667018132 0.715463150112639,117.448674532501 0.715474458148398,117.448682472563 0.715519692468482,117.448700173787 0.715576234602805,117.448719282504 0.715689320474964,117.448715626926 0.715711938385675,117.448697100251 0.715761979279469,117.44869239371 0.715790115976155,117.448696961045 0.71580919569217,117.448703425442 0.71583619136407,117.448699076766 0.71584764532009,117.448639681485 0.715949430149025,117.448632808157 0.715968510991996,117.448632871425 0.715972193123059,117.44806125035 0.716421913478987,117.448062587523 0.716494714725926,117.448666610813 0.71700453624129,117.448665766143 0.717005811954475,117.448656151358 0.717021075226193,117.448651093289 0.717038608850524,117.448645061273 0.717114233488441,117.448622044953 0.717204705962575,117.448613838388 0.717283868200365,117.448605277843 0.717419574350472,117.44859651077 0.717464810317528,117.448581560524 0.717510046894933,117.448581566032 0.717566590771785,117.448586485319 0.717600516612633,117.448602702567 0.717645605361233,117.448602572166 0.717690840475867,117.448607839764 0.717702293483568,117.448651090436 0.7177475243147,117.44867082899 0.717775513846267,117.448586148135 0.717737208076726,117.448492409259 0.717709651059114,117.448391508449 0.717690725603258,117.448311536322 0.717646764973544,117.448302971108 0.717642242308187))",disposal,2.49
2387,DISP. CADAS RL100,"POLYGON((117.455717961008 0.719732133140777,117.454995090647 0.719892770998829,117.454484262258 0.719716069354972,117.454156561028 0.719173113394758,117.454484262258 0.718138605588907,117.455058775748 0.717726428489629,117.455896592679 0.717413098580537,117.456516440978 0.717481213778166,117.456913155865 0.71783881321919,117.457174730086 0.718269511717274,117.457109823795 0.718677239658016,117.456332529944 0.719204528278173,117.455717961008 0.719732133140777))",disposal,6.18
34117,ZONE_CDS_HYDROS3_RL80_FD,"POLYGON((117.448666610813 0.71700453624129,117.448062587523 0.716494714725926,117.44806125035 0.716421913478987,117.448632871425 0.715972193123059,117.448700487407 0.715936559296661,117.448701961234 0.715935853483896,117.44877006079 0.715882415073722,117.44883808842 0.715828687165961,117.448908021575 0.715777510330079,117.448978718719 0.715727174791671,117.449055455993 0.715684619094975,117.449144699625 0.715695638616217,117.449176505576 0.715699453323276,117.449244605107 0.715645870159348,117.449312632739 0.715592287002483,117.449380732266 0.715538703838506,117.449457119004 0.71549586771632,117.449462810191 0.715519615580932,117.449466183542 0.715552130235843,117.449471452359 0.715576158599621,117.449488801881 0.7156202611077,117.449498565355 0.715655317344507,117.449502712842 0.71570055203193,117.449556710789 0.715824237551723,117.449566402326 0.715858868584946,117.449566548118 0.715879369116116,117.449557840861 0.71589279575196,117.449519019154 0.715922057643423,117.449497820756 0.715945952913314,117.449461104398 0.715999388232732,117.449438425169 0.716044345109997,117.449403045847 0.716076718836702,117.449388929693 0.716104286497886,117.449366608104 0.716130298881503,117.44935565495 0.716152917511031,117.449347951494 0.716322549886461,117.449353993074 0.716345166838813,117.449367970652 0.716371175640033,117.449382289784 0.716397609617301,117.449384465078 0.716401707702357,117.44939072235 0.716424324633178,117.449387913677 0.71646857388246,117.449391780459 0.716492177174344,117.449400203473 0.716513093051552,117.449428084035 0.716537408686608,117.449434546911 0.716548716822599,117.449450836066 0.716593950310672,117.449463618023 0.716616566596585,117.449477728978 0.716627873976981,117.449503361675 0.716641161516406,117.449546260277 0.716670415338818,117.449568728994 0.71667860971838,117.449613665286 0.716683273540337,117.449624899741 0.716688356854988,117.449647370499 0.716717476988967,117.449681074528 0.716739530290564,117.449687187043 0.716752249795209,117.449679191579 0.716784195609694,117.449683679678 0.716820102784662,117.449692318276 0.71683988776139,117.449714788264 0.716861091752729,117.449758044852 0.716874938462311,117.449767940993 0.716887947097108,117.449779249057 0.71691056352633,117.449793431428 0.716916922178269,117.449821660066 0.716916358471709,117.449835984811 0.716908151409047,117.449838365789 0.716901791119345,117.449845743619 0.716895285583206,117.449848969295 0.716887939084926,117.449859852659 0.716886951883604,117.449872066826 0.716893165977615,117.449877199092 0.716899245066682,117.449898970426 0.716944478007321,117.449905774457 0.716952113018167,117.44993947755 0.71696454933515,117.449950712406 0.716973730947757,117.449960689597 0.716988431366124,117.449964968717 0.71700101534578,117.449973183816 0.717009491589537,117.449978523574 0.717023631551419,117.449976772526 0.717038477882292,117.449961953114 0.717042858105529,117.449943277379 0.717038761653726,117.449905786655 0.717077070439991,117.449894553151 0.717081739812977,117.449885287229 0.717080184642387,117.449860849892 0.717067602656615,117.44984961567 0.717064916803273,117.449832487039 0.717074255020961,117.4498224496 0.717086831369985,117.449815917433 0.717102239089212,117.449805679844 0.717181971479161,117.449806167359 0.717204588978114,117.449812146034 0.71722720593383,117.449822959805 0.717249822411145,117.449831174684 0.717256036900345,117.449765600741 0.717311601130741,117.449701428947 0.717368721309744,117.449637194239 0.717425832448041,117.449573166249 0.717483088318288,117.449503378007 0.717545718687771,117.449428104741 0.717487065258703,117.449361117866 0.717430663715828,117.449294202876 0.717374126458514,117.449227278901 0.717317589200046,117.449163176568 0.717257659028409,117.449100817555 0.717195756432304,117.448994094068 0.71718700040966,117.448908784485 0.717152376840094,117.448868761715 0.717122552765884,117.448838562624 0.717099938196444,117.448768071163 0.717047644329608,117.448666610813 0.71700453624129))",disposal,2.19
1113,BD. TYRE SUPERNOVA,"POLYGON((117.486349159535 0.694261120550052,117.487200763575 0.694271288608242,117.486989173975 0.694968750623141,117.486808930982 0.695838618978801,117.486356277641 0.695755922790699,117.486349159535 0.694261120550052))",disposal,1.2
34159,STP. NURI,"POLYGON((117.439666590064 0.60946333795177,117.440252259253 0.608232651014401,117.441446996703 0.608901035601444,117.441154578446 0.609953741326035,117.439666590064 0.60946333795177))",disposal,2.2
34360,MHR BONTANG,"POLYGON((117.487852865675 0.717570656414648,117.488025816649 0.717536254326904,117.488198767623 0.717570656414648,117.48834538838 0.717668625271877,117.488443357237 0.717815246028167,117.488477759325 0.717988197002495,117.488443357237 0.718161147976822,117.48834538838 0.718307768733113,117.488198767623 0.718405737590342,117.488025816649 0.718440139678086,117.487852865675 0.718405737590342,117.487706244918 0.718307768733113,117.487608276061 0.718161147976822,117.487573873974 0.717988197002495,117.487608276061 0.717815246028167,117.487706244918 0.717668625271877,117.487852865675 0.717570656414648))",disposal,0.77
651,BD. ICM,"POLYGON((117.455231606233 0.620267768410343,117.455404557208 0.620233366322599,117.455577508182 0.620267768410343,117.455724128938 0.620365737267572,117.455822097796 0.620512358023863,117.455856499883 0.62068530899819,117.455822097796 0.620858259972518,117.455724128938 0.621004880728808,117.455577508182 0.621102849586037,117.455404557208 0.621137251673781,117.455231606233 0.621102849586037,117.455084985477 0.621004880728808,117.45498701662 0.620858259972518,117.454952614532 0.62068530899819,117.45498701662 0.620512358023863,117.455084985477 0.620365737267572,117.455231606233 0.620267768410343))",disposal,0.77
867,BD. SUPERNOVA,"POLYGON((117.484081776137 0.698126921319816,117.484359115397 0.695916987463287,117.484477097682 0.694111640325988,117.486349159535 0.694261120550052,117.486356277641 0.695755922790699,117.486808930982 0.695838618978801,117.486808930982 0.696097228489943,117.486707054508 0.697390276045654,117.486440608345 0.69797018828276,117.484081776137 0.698126921319816))",disposal,10.69
1834,STB. POOLING,"POLYGON((117.457693185925 0.623175567652233,117.457866136899 0.623141165564489,117.458039087873 0.623175567652233,117.45818570863 0.623273536509462,117.458283677487 0.623420157265753,117.458318079575 0.62359310824008,117.458283677487 0.623766059214408,117.45818570863 0.623912679970698,117.458039087873 0.624010648827927,117.457866136899 0.624045050915671,117.457693185925 0.624010648827927,117.457546565168 0.623912679970698,117.457448596311 0.623766059214408,117.457414194223 0.62359310824008,117.457448596311 0.623420157265753,117.457546565168 0.623273536509462,117.457693185925 0.623175567652233))",disposal,0.77
863,STP BELUT 3,"POLYGON((117.436104772948 0.600340556664867,117.436293812825 0.599705081287687,117.437536652584 0.599685216077629,117.437662626225 0.600925060034968,117.437750721979 0.601627180643442,117.436637140988 0.601742073920306,117.43634925651 0.600648258480621,117.436104772948 0.600340556664867))",disposal,3.16
